county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Albany,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,Game with no open season,not listed
Albany,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,Game with no open season,not listed
Albany,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,Endangered,Threatened
Albany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,not applicable,not applicable
Albany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,not applicable,not applicable
Albany,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Pine barrens vernal pond,Pine Barrens Vernal Pond,not applicable,not applicable
Albany,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,not applicable,not applicable
Albany,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal mudflats,Freshwater Intertidal Mudflats,not applicable,not applicable
Albany,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,not applicable,not applicable
Albany,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,not applicable,not applicable
Albany,Natural Community,Uplands,Forested Uplands,Pitch pine-oak forest,Pitch Pine-Oak Forest,not applicable,not applicable
Albany,Natural Community,Uplands,Open Uplands,Calcareous cliff community,Calcareous Cliff Community,not applicable,not applicable
Albany,Natural Community,Uplands,Open Uplands,Rocky summit grassland,Rocky Summit Grassland,not applicable,not applicable
Albany,Natural Community,Uplands,Open Uplands,Shale cliff and talus community,Shale Cliff and Talus Community,not applicable,not applicable
Albany,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,not applicable,not applicable
Albany,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,not applicable,not applicable
Albany,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest,not applicable,not applicable
Albany,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,not applicable,not applicable
Albany,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-scrub oak barrens,Pitch Pine-Scrub Oak Barrens,not applicable,not applicable
Albany,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,not applicable,not applicable
Albany,Plant,Conifers,Conifers,Pinus echinata,Shortleaf Pine,Endangered,not listed
Albany,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,Threatened,not listed
Albany,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks,Rare,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,Endangered,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,Endangered,not listed
Albany,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,Threatened,not listed
Albany,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Schwalbea americana,Chaffseed,not listed,Endangered
Albany,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Neckweed,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,Threatened,not listed
Albany,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not listed,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not listed,not listed
Albany,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,Rare,not listed
Albany,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,Threatened,not listed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Grasses,Sporobolus heterolepis,Prairie Dropseed,Threatened,not listed
Albany,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Carex jamesii,James' Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Crataegus lumaria,Thorny Hawthorn,not listed,not listed
Albany,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,Rare,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,Threatened,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,Threatened,not listed
Albany,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,Endangered,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,Threatened,not listed
Albany,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,Rare,not listed
Albany,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,Endangered,not listed
Albany,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,Rare,not listed
Albany,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama,Endangered,not listed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,Endangered,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,Rare,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not listed,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress,Threatened,not listed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup,Threatened,not listed
Albany,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,Threatened,not listed
Albany,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss,not listed,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog,Game with open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,Game with open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,Special Concern,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,Game with open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander,Special Concern,not listed
Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,Game with no open season,not listed
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,Game with open season,not listed
Allegany,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,Special Concern,not listed
Allegany,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,Game with no open season,not listed
Allegany,Animal,Amphibians,Salamanders,Plethodon wehrlei,Wehrle's Salamander,Game with no open season,not listed
